"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL173309";"";"0";"695.05";"2";"8.43";"9";"CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc2ccccc2OC";"Ki";"'='";"12.2";"nM";"7.91";"";"";"UO_0000065";"11.39";"0.22";"-0.52";"12.07";"False";"CHEMBL641013";"Inhibitory activity of compound against acetylcholinesterase from human erythrocytes";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136713";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL189886";"BENZIL";"0";"210.23";"0";"2.75";"2, benzil";"O=C(C(=O)c1ccccc1)c2ccccc2";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL893787";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147944";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";""
"CHEMBL225567";"";"0";"503.09";"2";"6.97";"5";"Clc1ccc2c(NCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1";"Ki";"'='";"0.014";"nM";"10.85";"";"";"UO_0000065";"21.57";"0.41";"3.88";"15.55";"False";"CHEMBL914529";"Inhibition of human brain AchE";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139473";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL225198";"";"0";"517.12";"2";"7.36";"6";"Clc1ccc2c(NCCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1";"Ki";"'='";"0.009";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL914529";"Inhibition of human brain AchE";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139473";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL235504";"";"0";"210.19";"0";"1.52";"17";"O=C1C(=O)c2cccnc2c3ncccc13";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900099";"Inhibition of human acetylcholinesterase 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138234";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL254302";"";"0";"420.08";"0";"2.64";"4d";"[I-].C[N+](C)(C)CCOC(=O)Nc1cc(Cl)nc(Cl)c1";"Ki";"'='";"64400";"nM";"4.19";"";"";"UO_0000065";"14.3";"0.32";"1.55";"8.18";"False";"CHEMBL927541";"Inhibition of acetylcholinesterase";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140781";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL1081810";"";"0";"472.22";"0";"3.51";"22";"[Br-].[Br-].C(c1ccc2ccc(C[n+]3ccccc3)cc2c1)[n+]4ccccc4";"Ki";"'='";"140";"nM";"6.85";"";"";"UO_0000065";"21.94";"0.39";"3.34";"88.32";"False";"CHEMBL1100710";"Inhibition of human erythrocyte AChE after 5 mins by noncompetitive Lineweaver-Burke plot analysis for enzyme-inhibitor complex";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154957";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL222988";"";"0";"216.02";"0";"2.13";"52";"Clc1cc2NC(=O)C(=O)c2cc1Cl";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL375078";"";"0";"191.14";"0";"0.52";"46";"OC(=O)c1cccc2C(=O)C(=O)Nc12";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL496126";"";"0";"455.56";"0";"3.48";"3f";"CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc3c4CCCCc4nc5ccccc35";"Ki";"'='";"3330";"nM";"5.48";"";"";"UO_0000065";"12.02";"0.22";"2";"5.54";"False";"CHEMBL997710";"Inhibition of human recombinant AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141710";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL373781";"";"0";"320.3";"0";"1.45";"64";"O=C1N(CCN2C(=O)C(=O)c3ccccc23)c4ccccc4C1=O";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL221830";"";"0";"240.06";"0";"1.89";"58";"Cc1cc2C(=O)C(=O)Nc2cc1Br";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL225169";"";"0";"280.12";"0";"2.55";"38";"CC(=C)CN1C(=O)C(=O)c2cc(Br)ccc12";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL375304";"";"0";"294.31";"0";"2.16";"27";"Cc1cccc(NC(=O)CN2C(=O)C(=O)c3ccccc23)c1";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL222989";"";"0";"205.17";"0";"0.3";"11";"OC(=O)CN1C(=O)C(=O)c2ccccc12";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL1221975";"";"0";"505.69";"";"";"35";"CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@H]([C@@H]1OC(=O)c6ccccc6)[C@@H]23";"Ki";"'='";"390";"nM";"6.41";"";"";"UO_0000065";"12.67";"";"";"";"False";"CHEMBL1227597";"Inhibition of AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221246";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1222026";"";"0";"433.46";"0";"3.18";"37";"CC(=O)O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@H]([C@@H]1OC(=O)c6ccccc6)[C@@H]23";"Ki";"'='";"970";"nM";"6.01";"";"";"UO_0000065";"13.87";"0.26";"2.83";"8.09";"False";"CHEMBL1227597";"Inhibition of AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221246";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1221865";"CRINAMINE";"0";"301.34";"0";"1.19";"15";"CO[C@@H]1C[C@@H]2N3C[C@H](O)[C@]2(C=C1)c4cc5OCOc5cc4C3";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1227598";"Inhibition of AChE at 10 uM by Ellman's assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221246";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1221973";"HOMOLYCORINE";"0";"315.37";"0";"2.36";"32";"COc1cc2[C@@H]3[C@@H](CC=C4CCN(C)[C@@H]34)OC(=O)c2cc1OC";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1227598";"Inhibition of AChE at 10 uM by Ellman's assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221246";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL359719";"";"0";"484.55";"0";"3.39";"1";"COc1ccc(cc1)C2=CC3=C(C[C@]4(O)[C@@](C)(CC[C@]5(O)C(C)(C)OC(=O)CC[C@]45C)O3)C(=O)O2";"Ki";"'='";"2300";"nM";"5.64";"";"";"UO_0000065";"11.64";"0.22";"2.25";"4.88";"False";"CHEMBL828252";"Binding affinity for Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141884";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL361165";"";"0";"605.85";"2";"5.94";"5";"COc1ccccc1CN(C)CCCN(C)CCCNCCC[n+]2c(c3ccccc3)c4cc(N)ccc4c5ccc(N)cc25";"Ki";"'='";"894";"nM";"6.05";"";"";"UO_0000065";"9.98";"0.18";"0.11";"7.23";"False";"CHEMBL830207";"Competitive inhibition constant for Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145289";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL362685";"";"0";"456.71";"1";"7.5";"14";"CCCCNC(=O)OCCCCCCCCCCCCCCCCOC(=O)NCCCC";"Ki";"'='";"170";"nM";"6.77";"";"";"UO_0000065";"14.82";"0.29";"-0.73";"8.83";"False";"CHEMBL876780";"Inhibition constant for acetylcholinesterase";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141982";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL192809";"2,3-PENTANEDIONE";"0";"100.12";"0";"0.55";"43";"CCC(=O)C(=O)C";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL829841";"Inhibition constant against human Acetylcholinesterase (hAcChE) using acetylthiocholine (AcTCh) as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143603";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL189988";"BENZYLSULFONYLBENZENE";"0";"232.3";"0";"2.66";"60";"O=S(=O)(Cc1ccccc1)c2ccccc2";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL829841";"Inhibition constant against human Acetylcholinesterase (hAcChE) using acetylthiocholine (AcTCh) as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143603";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL590031";"";"0";"232.17";"0";"1.69";"2a";"CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1";"Ki";"'='";"24000";"nM";"4.62";"";"";"UO_0000065";"19.9";"0.42";"2.93";"7.47";"False";"CHEMBL1069538";"Inhibition of human AChE assessed as equilibrium binding by modified Ellman's spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157647";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL592857";"";"0";"220.16";"0";"1.69";"15";"COC(=O)C1=C(C)OP(=O)(CC1)OC";"Ki";"'='";"310000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1069538";"Inhibition of human AChE assessed as equilibrium binding by modified Ellman's spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157647";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL592673";"";"0";"382.49";"1";"6.35";"22";"O=C(NCc1cccc2ccccc12)N3c4ccccc4Sc5ccccc35";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1068998";"Inhibition of human recombinant AChE by modified Ellman's spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157634";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL589078";"";"0";"332.43";"1";"5.2";"20";"O=C(NCc1ccccc1)N2c3ccccc3Sc4ccccc24";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1068998";"Inhibition of human recombinant AChE by modified Ellman's spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157634";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL589252";"";"0";"310.42";"0";"4.9";"28";"O=C(N1CCCCC1)N2c3ccccc3Sc4ccccc24";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1068998";"Inhibition of human recombinant AChE by modified Ellman's spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157634";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL1242923";"";"0";"407.51";"0";"2.63";"17";"O=C(Cc1ccccc1)NC2CCN(CCCN3C(=O)COc4ccccc34)CC2";"Ki";"'>='";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1248541";"Binding affinity to human acetylcholine esterase by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240489";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL1242950";"";"0";"301.47";"0";"4.86";"2, AC-42";"CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1";"Ki";"'>='";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1248541";"Binding affinity to human acetylcholine esterase by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240489";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL313582";"";"0";"392.56";"1";"5.42";"table 1 ID 50";"C[N+]1(Cc2ccccc2)CCC(CCC(=O)c3ccc4OCCCCc4c3)CC1";"Ki";"'='";"138.04";"nM";"6.86";"";"";"UO_0000065";"17.48";"0.32";"1.44";"26.08";"False";"CHEMBL877109";"Binding affinity towards Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138798";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL362350";"";"0";"332.47";"0";"4.44";"table 1 ID 59";"C=[N+]1N=C(CCC2CCN(Cc3ccccc3)CC2)c4ccccc14";"Ki";"'='";"338.84";"nM";"6.47";"";"";"UO_0000065";"19.46";"0.35";"2.03";"34.77";"False";"CHEMBL877109";"Binding affinity towards Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138798";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL87014";"";"0";"402.56";"1";"5.2";"table 1 ID 53";"Cc1cc(nn1c2ccccc2)C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3";"Ki";"'='";"21.88";"nM";"7.66";"";"";"UO_0000065";"19.03";"0.35";"2.46";"21.95";"False";"CHEMBL877109";"Binding affinity towards Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138798";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL192241";"";"0";"303.15";"0";"3.65";"24";"BrCc1ccc(cc1)C(=O)C(=O)c2ccccc2";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL829841";"Inhibition constant against human Acetylcholinesterase (hAcChE) using acetylthiocholine (AcTCh) as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143603";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL235287";"";"0";"222.33";"0";"3.29";"7";"O=C(C1CCCCC1)C(=O)C2CCCCC2";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL900099";"Inhibition of human acetylcholinesterase 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138234";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL221669";"";"0";"195.6";"0";"1.78";"57";"Cc1c(Cl)ccc2C(=O)C(=O)Nc12";"Ki";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918629";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144473";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL9419";"METACETAMOL";"0";"151.16";"0";"1.35";"3-ACETAMIDOPHENOL";"CC(=O)Nc1cccc(O)c1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
